fichier,ligne,mot_suspect,original,modernise
Mendez1645_Voyages_bpt6k6580459m_numb_seg_replace.tsv,19,Cezimbre,"Mais helas ! peu de temps apres que nous euſmes fait voile en pleine mer, ayans gagné iuſques en vn lieu nommé Cezimbre, nous fuſmes attaquez par vn Corſaire François, qui nous ayant abordé, fit ſauter dans noſtre nauire, quinze ou vingt de ſes gens, qui ne trouuans aucune reſiſtance en nous, s’en firent les maiſtres, pource qu’ils nous prirent au dépourueu.","Mais hélas! peu de temps après que nous eûmes fait voile en pleine mer, ayant gagné jusqu'en un lieu nommé Cezimbre, nous fûmes attaqués par un Corsaire Français, qui nous ayant abordé, fit sauter dans notre navire, quinze ou vingt de ses gens, qui ne trouvant aucune résistance en nous, s'en firent les maîtres, pource qu'ils nous prirent au dépourvu."
Mendez1645_Voyages_bpt6k6580459m_numb_seg_replace.tsv,19,pource,"Mais helas ! peu de temps apres que nous euſmes fait voile en pleine mer, ayans gagné iuſques en vn lieu nommé Cezimbre, nous fuſmes attaquez par vn Corſaire François, qui nous ayant abordé, fit ſauter dans noſtre nauire, quinze ou vingt de ſes gens, qui ne trouuans aucune reſiſtance en nous, s’en firent les maiſtres, pource qu’ils nous prirent au dépourueu.","Mais hélas! peu de temps après que nous eûmes fait voile en pleine mer, ayant gagné jusqu'en un lieu nommé Cezimbre, nous fûmes attaqués par un Corsaire Français, qui nous ayant abordé, fit sauter dans notre navire, quinze ou vingt de ses gens, qui ne trouvant aucune résistance en nous, s'en firent les maîtres, pource qu'ils nous prirent au dépourvu."
Mendez1645_Voyages_bpt6k6580459m_numb_seg_replace.tsv,22,Rache,"Car tous garottez & liez que nous eſtions pieds & mains, ils nous firent entrer dans leur vaiſſeau, en intention de nous aller vendre à la Rache en Barbarie;","Car tous garrottés et liés que nous étions pieds et mains, ils nous firent entrer dans leur vaisseau, en intention de nous aller vendre à la Rache en Barbarie;"
Mendez1645_Voyages_bpt6k6580459m_numb_seg_replace.tsv,29,Silvestre,"Ce vaiſſeau eſtoit grandement beau & appartenoit à vn Marchand Portugais de la ville de Condé, nommé Silueſtre Godinho, que pluſieurs autres Marchands de Lisbonne auoient chargé à S.","Ce vaisseau était grandement beau et appartenait à un Marchand Portugais de la ville de Condé, nommé Silvestre Godinho, que plusieurs autres Marchands de Lisbonne avaient chargé à S."
Mendez1645_Voyages_bpt6k6580459m_numb_seg_replace.tsv,29,Godinho,"Ce vaiſſeau eſtoit grandement beau & appartenoit à vn Marchand Portugais de la ville de Condé, nommé Silueſtre Godinho, que pluſieurs autres Marchands de Lisbonne auoient chargé à S.","Ce vaisseau était grandement beau et appartenait à un Marchand Portugais de la ville de Condé, nommé Silvestre Godinho, que plusieurs autres Marchands de Lisbonne avaient chargé à S."
Mendez1645_Voyages_bpt6k6580459m_numb_seg_replace.tsv,33,Rache,"Ce qui fut cauſe que ces Corſaires ſe voyans ainſi Maiſtres d’vn ſi riche butin, changerent le deſſein qu’ils auoient d’aller à la Rache, & firent voile du coſté de France, emmenant auec eux Eſclaues ceux des noſtres, qu’ils iugerent propres pour le ſeruice de leur nauigation.","Ce qui fut cause que ces Corsaires se voyant ainsi Maîtres d'un si riche butin, changèrent le dessein qu'ils avaient d'aller à la Rache, et firent voile du côté de France, emmenant avec eux Esclaves ceux des nôtres, qu'ils jugèrent propres pour le service de leur navigation."
Mendez1645_Voyages_bpt6k6580459m_numb_seg_replace.tsv,34,Melides,"Pour nous autres qui reſtaſmes, ils nous laiſſerent de nuict à la rade, en vn lieu nommé Melides, où nous demeuraſmes tous nuds miſerablement, & couuerts ſeulement des playes, que nous auions sur le corps, cauſées par le grand nombre de coups de foüet, que nous auions receus les iours precedens.","Pour nous autres qui restâmes, ils nous laissèrent de nuit à la rade, en un lieu nommé Melides, où nous demeurâmes tous nus misérablement, et couverts seulement des plaies, que nous avions sur le corps, causées par le grand nombre de coups de fouet, que nous avions reçus les jours précédents."
Mendez1645_Voyages_bpt6k6580459m_numb_seg_replace.tsv,37,Beatrix,"Là nos miſeres furent ſoulagées par les habitans du lieu, principalement par vne Dame, qui pour lors y eſtoit, nommée Doña Beatrix, fille du Comte de Villanova, & femme d’Alonſo Perez Pantoja, Commandeur & grand Preuoſt de la meſme Ville.","Là nos misères furent soulagées par les habitants du lieu, principalement par une Dame, qui pour lors y était, nommée Doña Beatrix, fille du Comte de Villanova, et femme d'Alonso Pèrez Pantoja, Commandeur et grand Prévôt de la même Ville."
Mendez1645_Voyages_bpt6k6580459m_numb_seg_replace.tsv,37,Villanova,"Là nos miſeres furent ſoulagées par les habitans du lieu, principalement par vne Dame, qui pour lors y eſtoit, nommée Doña Beatrix, fille du Comte de Villanova, & femme d’Alonſo Perez Pantoja, Commandeur & grand Preuoſt de la meſme Ville.","Là nos misères furent soulagées par les habitants du lieu, principalement par une Dame, qui pour lors y était, nommée Doña Beatrix, fille du Comte de Villanova, et femme d'Alonso Pèrez Pantoja, Commandeur et grand Prévôt de la même Ville."
Mendez1645_Voyages_bpt6k6580459m_numb_seg_replace.tsv,37,Pèrez,"Là nos miſeres furent ſoulagées par les habitans du lieu, principalement par vne Dame, qui pour lors y eſtoit, nommée Doña Beatrix, fille du Comte de Villanova, & femme d’Alonſo Perez Pantoja, Commandeur & grand Preuoſt de la meſme Ville.","Là nos misères furent soulagées par les habitants du lieu, principalement par une Dame, qui pour lors y était, nommée Doña Beatrix, fille du Comte de Villanova, et femme d'Alonso Pèrez Pantoja, Commandeur et grand Prévôt de la même Ville."
Mendez1645_Voyages_bpt6k6580459m_numb_seg_replace.tsv,37,Pantoja,"Là nos miſeres furent ſoulagées par les habitans du lieu, principalement par vne Dame, qui pour lors y eſtoit, nommée Doña Beatrix, fille du Comte de Villanova, & femme d’Alonſo Perez Pantoja, Commandeur & grand Preuoſt de la meſme Ville.","Là nos misères furent soulagées par les habitants du lieu, principalement par une Dame, qui pour lors y était, nommée Doña Beatrix, fille du Comte de Villanova, et femme d'Alonso Pèrez Pantoja, Commandeur et grand Prévôt de la même Ville."
Mendez1645_Voyages_bpt6k6580459m_numb_seg_replace.tsv,39,Setubal,"Pour moy chetif que i’eſtois, auec six ou ſept de ceux qui m’accompagnoient en ma miſere, ie pris le chemin de Setuual.","Pour moi chétif que j'étais, avec six ou sept de ceux qui m'accompagnaient en ma misère, je pris le chemin de Setubal."
Mendez1645_Voyages_bpt6k6580459m_numb_seg_replace.tsv,40,Faria,"Là ie ne fus pas ſi toſt arriué, que ma bonne fortune me mit au seruice de Franciſco de Faria, Gentilhomme du grand Commandeur de S.","Là je ne fus pas sitôt arrivé, que ma bonne fortune me mit au service de Francisco de Faria, Gentilhomme du grand Commandeur de S."
Mendez1645_Voyages_bpt6k6580459m_numb_seg_replace.tsv,47,Patane,"Apres auoir ſeiourné vingt & ſix iours en ce lieu de Patane, pour acheuer d’y vendre vn peu de marchandiſe de la Chine, pour m’en retourner au pluſtoſt, il arriua de Malaca vne Fuſte commandée par vn nommé Antonio de Faria de Souſa, qui ſe rendit là par l’expres commandement de Pedro de Faria, pour y traicter auec le Roy de quelque accord enſemble pour luy confirmer de nouueau l’ancienne paix qu’il auoit auec Malaca, & le remercier par meſme moyen du bon traitement qu’il faiſoit dans ſon Royaume, à ceux de la nation Portugaiſe, comme auſſi pour traicter de pluſieurs autres choſes ſemblables, ſelon l’importance du commerce & de la ſaiſon;","Après avoir séjourné vingt et six jours en ce lieu de Patane, pour achever d'y vendre un peu de marchandise de la Chine, pour m'en retourner au plutôt, il arriva de Malacca une Fuste commandée par un nommé Antonio de Faria de Sousa, qui se rendit là par l'exprès commandement de Pedro de Faria, pour y traiter avec le Roi de quelque accord ensemble pour lui confirmer de nouveau l'ancienne paix qu'il avait avec Malacca, et le remercier par même moyen du bon traitement qu'il faisait dans son Royaume, à ceux de la nation Portugaise, comme aussi pour traiter de plusieurs autres choses semblables, selon l'importance du commerce et de la saison;"
Mendez1645_Voyages_bpt6k6580459m_numb_seg_replace.tsv,47,Malacca,"Apres auoir ſeiourné vingt & ſix iours en ce lieu de Patane, pour acheuer d’y vendre vn peu de marchandiſe de la Chine, pour m’en retourner au pluſtoſt, il arriua de Malaca vne Fuſte commandée par vn nommé Antonio de Faria de Souſa, qui ſe rendit là par l’expres commandement de Pedro de Faria, pour y traicter auec le Roy de quelque accord enſemble pour luy confirmer de nouueau l’ancienne paix qu’il auoit auec Malaca, & le remercier par meſme moyen du bon traitement qu’il faiſoit dans ſon Royaume, à ceux de la nation Portugaiſe, comme auſſi pour traicter de pluſieurs autres choſes ſemblables, ſelon l’importance du commerce & de la ſaiſon;","Après avoir séjourné vingt et six jours en ce lieu de Patane, pour achever d'y vendre un peu de marchandise de la Chine, pour m'en retourner au plutôt, il arriva de Malacca une Fuste commandée par un nommé Antonio de Faria de Sousa, qui se rendit là par l'exprès commandement de Pedro de Faria, pour y traiter avec le Roi de quelque accord ensemble pour lui confirmer de nouveau l'ancienne paix qu'il avait avec Malacca, et le remercier par même moyen du bon traitement qu'il faisait dans son Royaume, à ceux de la nation Portugaise, comme aussi pour traiter de plusieurs autres choses semblables, selon l'importance du commerce et de la saison;"
Mendez1645_Voyages_bpt6k6580459m_numb_seg_replace.tsv,47,Faria,"Apres auoir ſeiourné vingt & ſix iours en ce lieu de Patane, pour acheuer d’y vendre vn peu de marchandiſe de la Chine, pour m’en retourner au pluſtoſt, il arriua de Malaca vne Fuſte commandée par vn nommé Antonio de Faria de Souſa, qui ſe rendit là par l’expres commandement de Pedro de Faria, pour y traicter auec le Roy de quelque accord enſemble pour luy confirmer de nouueau l’ancienne paix qu’il auoit auec Malaca, & le remercier par meſme moyen du bon traitement qu’il faiſoit dans ſon Royaume, à ceux de la nation Portugaiſe, comme auſſi pour traicter de pluſieurs autres choſes ſemblables, ſelon l’importance du commerce & de la ſaiſon;","Après avoir séjourné vingt et six jours en ce lieu de Patane, pour achever d'y vendre un peu de marchandise de la Chine, pour m'en retourner au plutôt, il arriva de Malacca une Fuste commandée par un nommé Antonio de Faria de Sousa, qui se rendit là par l'exprès commandement de Pedro de Faria, pour y traiter avec le Roi de quelque accord ensemble pour lui confirmer de nouveau l'ancienne paix qu'il avait avec Malacca, et le remercier par même moyen du bon traitement qu'il faisait dans son Royaume, à ceux de la nation Portugaise, comme aussi pour traiter de plusieurs autres choses semblables, selon l'importance du commerce et de la saison;"
Mendez1645_Voyages_bpt6k6580459m_numb_seg_replace.tsv,47,Sousa,"Apres auoir ſeiourné vingt & ſix iours en ce lieu de Patane, pour acheuer d’y vendre vn peu de marchandiſe de la Chine, pour m’en retourner au pluſtoſt, il arriua de Malaca vne Fuſte commandée par vn nommé Antonio de Faria de Souſa, qui ſe rendit là par l’expres commandement de Pedro de Faria, pour y traicter auec le Roy de quelque accord enſemble pour luy confirmer de nouueau l’ancienne paix qu’il auoit auec Malaca, & le remercier par meſme moyen du bon traitement qu’il faiſoit dans ſon Royaume, à ceux de la nation Portugaiſe, comme auſſi pour traicter de pluſieurs autres choſes ſemblables, ſelon l’importance du commerce & de la ſaiſon;","Après avoir séjourné vingt et six jours en ce lieu de Patane, pour achever d'y vendre un peu de marchandise de la Chine, pour m'en retourner au plutôt, il arriva de Malacca une Fuste commandée par un nommé Antonio de Faria de Sousa, qui se rendit là par l'exprès commandement de Pedro de Faria, pour y traiter avec le Roi de quelque accord ensemble pour lui confirmer de nouveau l'ancienne paix qu'il avait avec Malacca, et le remercier par même moyen du bon traitement qu'il faisait dans son Royaume, à ceux de la nation Portugaise, comme aussi pour traiter de plusieurs autres choses semblables, selon l'importance du commerce et de la saison;"
Mendez1645_Voyages_bpt6k6580459m_numb_seg_replace.tsv,47,Faria,"Apres auoir ſeiourné vingt & ſix iours en ce lieu de Patane, pour acheuer d’y vendre vn peu de marchandiſe de la Chine, pour m’en retourner au pluſtoſt, il arriua de Malaca vne Fuſte commandée par vn nommé Antonio de Faria de Souſa, qui ſe rendit là par l’expres commandement de Pedro de Faria, pour y traicter auec le Roy de quelque accord enſemble pour luy confirmer de nouueau l’ancienne paix qu’il auoit auec Malaca, & le remercier par meſme moyen du bon traitement qu’il faiſoit dans ſon Royaume, à ceux de la nation Portugaiſe, comme auſſi pour traicter de pluſieurs autres choſes ſemblables, ſelon l’importance du commerce & de la ſaiſon;","Après avoir séjourné vingt et six jours en ce lieu de Patane, pour achever d'y vendre un peu de marchandise de la Chine, pour m'en retourner au plutôt, il arriva de Malacca une Fuste commandée par un nommé Antonio de Faria de Sousa, qui se rendit là par l'exprès commandement de Pedro de Faria, pour y traiter avec le Roi de quelque accord ensemble pour lui confirmer de nouveau l'ancienne paix qu'il avait avec Malacca, et le remercier par même moyen du bon traitement qu'il faisait dans son Royaume, à ceux de la nation Portugaise, comme aussi pour traiter de plusieurs autres choses semblables, selon l'importance du commerce et de la saison;"
Mendez1645_Voyages_bpt6k6580459m_numb_seg_replace.tsv,47,Malacca,"Apres auoir ſeiourné vingt & ſix iours en ce lieu de Patane, pour acheuer d’y vendre vn peu de marchandiſe de la Chine, pour m’en retourner au pluſtoſt, il arriua de Malaca vne Fuſte commandée par vn nommé Antonio de Faria de Souſa, qui ſe rendit là par l’expres commandement de Pedro de Faria, pour y traicter auec le Roy de quelque accord enſemble pour luy confirmer de nouueau l’ancienne paix qu’il auoit auec Malaca, & le remercier par meſme moyen du bon traitement qu’il faiſoit dans ſon Royaume, à ceux de la nation Portugaiſe, comme auſſi pour traicter de pluſieurs autres choſes ſemblables, ſelon l’importance du commerce & de la ſaiſon;","Après avoir séjourné vingt et six jours en ce lieu de Patane, pour achever d'y vendre un peu de marchandise de la Chine, pour m'en retourner au plutôt, il arriva de Malacca une Fuste commandée par un nommé Antonio de Faria de Sousa, qui se rendit là par l'exprès commandement de Pedro de Faria, pour y traiter avec le Roi de quelque accord ensemble pour lui confirmer de nouveau l'ancienne paix qu'il avait avec Malacca, et le remercier par même moyen du bon traitement qu'il faisait dans son Royaume, à ceux de la nation Portugaise, comme aussi pour traiter de plusieurs autres choses semblables, selon l'importance du commerce et de la saison;"
Mendez1645_Voyages_bpt6k6580459m_numb_seg_replace.tsv,50,Faria,"Or dautant que ce meſme Antonio de Faria auoit apporté en ce païs pour dix ou douze mille eſcus de draps & de toiles des Indes, dequoy on luy auoit fait credit à Malaca, comme il vit que ces marchandiſes eſtoient de ſi mauuais debit en ce lieu, qu’il ne ſe treuuoit pas vn marchand qui en voulut, le peu d’eſperance qui luy reſtoit de les pouuoir vendre le fit reſoudre, d’y hyuerner iuſqu’à ce qu’il euſt trouué quelque expedient pour s’en desfaire.","Or d’autant que ce même Antonio de Faria avait apporté en ce pays pour dix ou douze mille écus de draps et de toiles des Indes, de quoi on lui avait fait crédit à Malacca, comme il vit que ces marchandises étaient de si mauvais débit en ce lieu, qu'il ne se trouvait pas un marchand qui en voulut, le peu d'espérance qui lui restait de les pouvoir vendre le fit résoudre, d'y hiverner jusqu'à ce qu'il eût trouvé quelque expédient pour s'en défaire."
